Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,271,PHYS,212,65,46,30,17,17,17,10,11,17,13,8,12,5,3,University Physics: Elec & Mag,"Stelzer, Timothy J",3.03776119402985
Spring,2022,107,PHYS,212,26,18,4,15,8,5,5,4,8,4,1,4,3,2,University Physics: Elec & Mag,"Stelzer, Timothy J",3.0475238095238097
Spring,2022,135,PHYS,212,36,14,12,20,6,10,8,5,5,4,5,7,2,1,University Physics: Elec & Mag,"Kou, Angela",3.0398507462686566
Spring,2022,165,PHYS,213,42,20,17,8,15,11,10,12,20,6,0,1,3,0,Univ Physics: Thermal Physics,"Wagner, Lucas K",3.0348484848484847
Spring,2022,138,PHYS,213,24,22,4,12,12,14,15,10,16,4,3,1,1,0,Univ Physics: Thermal Physics,"Covey, Jacob P",2.9179710144927533
Spring,2022,268,PHYS,213,45,43,27,19,18,30,16,25,37,5,1,0,2,0,Univ Physics: Thermal Physics,"Covey, Jacob P",3.0044029850746266
Spring,2022,153,PHYS,214,27,29,37,12,5,11,11,6,7,3,3,2,0,0,Univ Physics: Quantum Physics,"Wagner, Lucas K",3.2795424836601303
Spring,2022,150,PHYS,214,29,15,34,9,14,15,8,6,5,7,3,5,0,0,Univ Physics: Quantum Physics,"Covey, Jacob P",3.116333333333334
Spring,2022,243,PHYS,214,54,31,41,17,20,15,26,12,10,7,2,5,3,0,Univ Physics: Quantum Physics,"Covey, Jacob P",3.1402057613168726
Spring,2022,104,PHYS,225,18,9,14,26,10,7,8,3,3,1,2,1,1,1,Relativity & Math Applications,"Hooberman, Benjamin",3.1873786407766986
Spring,2022,43,PHYS,280,18,9,7,6,1,2,0,0,0,0,0,0,0,0,Nuclear Weapons & Arms Control,"Grosse Perdekam, Matthias",3.767674418604651
Spring,2022,89,PHYS,325,18,11,7,16,12,7,4,3,3,0,3,4,1,0,Classical Mechanics I,"Adshead, Peter J",3.0974157303370786
Spring,2022,65,PHYS,326,1,8,15,9,11,4,4,7,1,2,2,0,1,0,Classical Mechanics II,"Golding, Ido",2.9899999999999993
Spring,2022,23,PHYS,398,6,4,2,3,3,0,1,2,0,0,0,2,0,0,Soph/Junr Special Topics Phys,"Beck, Douglas H",3.2173913043478266
Spring,2022,30,PHYS,401,4,9,7,2,2,0,0,1,1,2,2,0,0,0,Classical Physics Lab,"Filippini, Jeffrey P",3.289333333333333
Spring,2022,32,PHYS,402,3,8,8,4,4,3,0,1,1,0,0,0,0,0,Light,"Cohen, Offir",3.4487500000000004
Spring,2022,24,PHYS,403,4,15,2,0,1,1,0,0,0,0,0,1,0,0,Modern Experimental Physics,"Colla, Eugene V",3.736666666666667
Spring,2022,22,PHYS,404,1,4,2,4,4,2,1,2,1,0,1,0,0,0,Electronic Circuits,"Giannetta, Russell W",3.0454545454545454
Spring,2022,24,PHYS,419,0,0,1,5,4,3,1,0,3,0,1,0,5,1,"Space, Time, and Matter-ACP","Weaver, Christopher G",2.116086956521739
Spring,2022,45,PHYS,427,6,7,10,10,9,2,0,0,0,1,0,0,0,0,Thermal & Statistical Physics,"Dahmen, Karin A",3.459333333333334
Spring,2022,87,PHYS,435,22,35,9,5,4,3,4,3,2,0,0,0,0,0,Electromagnetic Fields I,"Eckstein, James N",3.636206896551723
Spring,2022,56,PHYS,436,3,18,2,4,13,3,0,11,0,0,1,0,0,1,Electromagnetic Fields II,"Abbamonte, Peter M",3.1758181818181814
Spring,2022,31,PHYS,460,2,11,7,5,3,1,0,1,0,1,0,0,0,0,Condensed Matter Physics,"Mahmood, Fahad",3.5270967741935486
Spring,2022,51,PHYS,486,3,7,7,9,6,7,3,3,3,2,0,0,0,1,Quantum Physics I,"Shelton, Julia F",3.0602
Spring,2022,39,PHYS,487,9,4,5,2,3,1,2,7,3,2,0,0,1,0,Quantum Physics II,"Madhavan, Vidya",2.948974358974359
Spring,2022,23,PHYS,498,2,9,4,1,1,0,3,0,0,0,1,1,1,0,Special Topics in Physics,"Clark, Bryan K",3.203043478260869
Spring,2022,28,PHYS,504,9,10,3,1,1,2,0,0,0,0,0,0,0,2,Statistical Physics,"Leite Noronha, Jorge Jose",3.7953846153846156
Spring,2022,22,PHYS,513,7,5,1,5,3,0,0,0,0,0,0,1,0,0,Quantum Optics & Information,"Kwiat, Paul G",3.545
Spring,2022,23,PHYS,515,10,7,2,1,0,0,1,0,2,0,0,0,0,0,General Relativity I,"Witek, Helvi",3.6669565217391304
Spring,2022,27,PHYS,598,2,13,8,3,1,0,0,0,0,0,0,0,0,0,Special Topics in Physics,"Song, Jun",3.7907407407407407
Spring,2022,170,PLPA,200,0,141,0,0,18,0,0,5,0,0,2,0,3,1,"Plants, Pathogens, and People","Lambert, Kris N",3.727810650887574
Spring,2022,175,PS,100,19,28,24,30,24,16,7,7,6,2,2,2,7,1,Intro to Political Science,"Kourtikakis, Konstantinos",3.0863793103448276
Spring,2022,88,PS,152,12,16,13,10,8,13,3,2,6,0,1,0,3,1,The New Middle East,"Livny, Avital",3.1463218390804593
Spring,2022,38,PS,199,0,15,9,5,3,0,1,1,1,0,0,0,3,0,Drones and Asymmetric Warfare,"Grossman, Nicholas",3.2810526315789477
Spring,2022,65,PS,201,11,20,13,7,1,3,4,2,1,1,0,1,1,0,US Racial & Ethnic Politics,"Jung, Seyoung",3.431076923076923
Spring,2022,64,PS,201,4,12,9,11,5,3,3,2,7,0,1,1,6,0,US Racial & Ethnic Politics,"Khan, Aleena",2.8284374999999997
Spring,2022,67,PS,201,10,8,17,8,6,7,1,3,2,1,0,1,2,1,US Racial & Ethnic Politics,"Cho, HyunJoo",3.2028787878787877
Spring,2022,103,PS,220,9,37,0,1,27,0,1,13,0,0,5,1,7,2,Intro to Public Policy,"Ashley, Jeffrey S",2.9933663366336636
Spring,2022,67,PS,225,14,7,5,8,6,6,5,2,4,1,1,1,5,2,Environmental Politics&Policy,"Pahre, Robert D",2.897538461538462
Spring,2022,22,PS,230,7,3,4,1,3,0,0,1,0,0,1,0,1,1,Intro to Pol Research,"Kim, Sanghoon",3.3338095238095233
Spring,2022,26,PS,230,6,8,3,1,3,1,0,1,0,1,0,0,2,0,Intro to Pol Research,"Moreira, Jair A",3.2823076923076924
Spring,2022,42,PS,240,7,9,3,7,6,2,0,5,0,2,0,0,0,1,Intro to Comp Politics,"Livny, Avital",3.2760975609756104
Spring,2022,157,PS,270,4,36,23,29,29,11,11,3,2,0,1,0,8,0,Intro to Political Theory,"Miller, Benjamin M",3.1421656050955415
Spring,2022,82,PS,280,0,12,8,10,20,6,8,10,2,1,2,1,2,0,Intro to Intl Relations,"Grossman, Nicholas",2.837317073170732
Spring,2022,32,PS,281,6,5,6,5,1,5,2,1,0,0,0,0,1,0,Intro to Intl Relations-ACP,"Nagashima, Daniel",3.3024999999999993
Spring,2022,87,PS,302,25,38,8,4,8,1,0,0,0,0,0,0,3,0,The US Constitution II,"Uribe-McGuire, Alicia B",3.6936781609195406
Spring,2022,50,PS,305,29,13,3,1,0,1,0,1,0,0,0,0,2,0,The US Supreme Court,"Pryor, Matthew R",3.7401999999999997
Spring,2022,73,PS,312,7,13,10,6,13,8,4,1,3,0,4,0,4,0,Politics and the Media,"Althaus, Scott",2.9776712328767125
Spring,2022,76,PS,322,0,19,32,12,4,4,0,1,0,1,0,0,3,0,Law and Public Policy,"Hinchliffe, Joseph",3.4132894736842103
Spring,2022,55,PS,343,4,18,12,4,6,4,0,2,1,1,1,0,2,0,Gov & Pol of China,"Yang, Yujeong",3.3098181818181818
Spring,2022,23,PS,344,4,8,3,2,0,2,0,2,1,0,1,0,0,0,Gov & Pol of Japan,"Nagashima, Daniel",3.3773913043478263
Spring,2022,168,PS,370,29,45,30,22,17,12,2,6,2,0,1,0,1,1,Justice in the Law,"Miller, Benjamin M",3.4934131736526943
Spring,2022,27,PS,456,1,15,3,0,4,1,0,0,0,0,0,0,3,0,Democracy and Identity,"Wong, Cara J",3.3214814814814817
Spring,2022,23,PS,457,1,8,3,6,2,2,0,1,0,0,0,0,0,0,Dem Gov in a Global Setting,"Yang, Yujeong",3.492608695652174
Spring,2022,45,PSYC,100,0,4,8,3,5,5,7,3,3,2,1,1,2,1,Intro Psych,"Travis, Lisa L",2.621590909090909
Spring,2022,44,PSYC,100,0,6,6,5,6,2,5,3,4,1,2,1,2,1,Intro Psych,"Travis, Lisa L",2.6590697674418604
Spring,2022,47,PSYC,100,1,3,12,8,3,7,3,0,2,0,0,2,5,1,Intro Psych,"Travis, Lisa L",2.74
Spring,2022,45,PSYC,100,1,8,9,6,6,4,4,2,2,0,0,0,2,1,Intro Psych,"Travis, Lisa L",3.0534090909090907
Spring,2022,40,PSYC,100,0,3,12,8,6,6,1,2,0,0,0,0,2,0,Intro Psych,"Travis, Lisa L",3.07575
Spring,2022,46,PSYC,100,0,6,15,4,4,7,3,2,2,0,0,0,1,2,Intro Psych,"Travis, Lisa L",3.1225000000000005
Spring,2022,47,PSYC,100,4,4,8,12,11,3,2,0,0,0,1,0,2,0,Intro Psych,"Travis, Lisa L",3.148723404255319
Spring,2022,47,PSYC,100,1,6,9,0,7,11,5,3,1,3,0,0,1,0,Intro Psych,"Travis, Lisa L",2.8661702127659576
Spring,2022,45,PSYC,100,3,4,7,13,8,3,2,1,1,0,1,1,1,0,Intro Psych,"Travis, Lisa L",3.088666666666666
Spring,2022,46,PSYC,100,5,14,8,6,3,2,3,1,0,1,0,0,3,0,Intro Psych,"Travis, Lisa L",3.260869565217392
Spring,2022,46,PSYC,100,0,6,8,8,2,4,5,2,3,1,0,1,5,1,Intro Psych,"Travis, Lisa L",2.6520000000000006
Spring,2022,47,PSYC,100,0,7,9,5,7,5,5,2,4,2,0,1,0,0,Intro Psych,"Travis, Lisa L",2.9295744680851064
Spring,2022,47,PSYC,100,0,10,5,10,6,6,2,2,3,1,0,1,1,0,Intro Psych,"Travis, Lisa L",3.0072340425531916
Spring,2022,45,PSYC,100,1,10,13,5,6,5,1,3,0,0,0,0,1,0,Intro Psych,"Travis, Lisa L",3.289777777777778
Spring,2022,46,PSYC,100,0,1,11,3,6,6,4,5,3,2,1,2,2,0,Intro Psych,"Quan, Xiang",2.5589130434782605
Spring,2022,44,PSYC,100,0,3,4,8,6,8,1,6,1,0,1,1,5,0,Intro Psych,"Quan, Xiang",2.5079545454545453
Spring,2022,78,PSYC,144,53,16,3,1,4,1,0,0,0,0,0,0,0,0,Stereotypes & Discrimination,"Dugan, Keely A",3.9103846153846153
Spring,2022,36,PSYC,201,2,5,7,2,3,4,2,4,2,1,0,1,3,0,Intro to Social Psych,"Shenouda, Christine K",2.723055555555556
Spring,2022,42,PSYC,201,1,4,5,4,8,8,4,5,0,0,1,0,2,0,Intro to Social Psych,"Shenouda, Christine K",2.794047619047619
Spring,2022,41,PSYC,201,8,5,3,3,5,1,2,2,5,1,2,1,1,2,Intro to Social Psych,"Shenouda, Christine K",2.8635897435897433
Spring,2022,26,PSYC,201,4,5,4,1,4,0,0,0,3,0,0,2,3,0,Intro to Social Psych,"Shenouda, Christine K",2.7830769230769232
Spring,2022,41,PSYC,201,1,5,4,4,8,4,5,4,4,0,0,1,1,0,Intro to Social Psych,"Shenouda, Christine K",2.772682926829269
Spring,2022,94,PSYC,201,15,14,16,13,9,7,4,6,2,0,1,0,7,0,Intro to Social Psych,"Shenouda, Christine K",3.0782978723404253
Spring,2022,149,PSYC,210,21,24,7,9,20,7,8,11,4,4,9,3,17,5,Behavioral Neuroscience,"Juraska, Janice M",2.6249999999999996
Spring,2022,302,PSYC,216,23,70,43,35,55,20,12,19,6,5,3,2,8,1,Child Psych,"Fisher, Cynthia L",3.1618936877076407
Spring,2022,291,PSYC,224,33,110,28,22,50,10,7,11,4,3,6,1,6,0,Cognitive Psych,"Sahakyan, Lili",3.368969072164948
Spring,2022,292,PSYC,230,113,40,26,27,20,10,7,17,6,1,7,2,14,2,Perception & Sensory Processes,"Lleras, Alejandro",3.289758620689655
Spring,2022,25,PSYC,235,0,8,0,3,3,3,3,0,2,0,0,1,1,1,Intro to Statistics,"Regenwetter, Michel",2.9166666666666665
Spring,2022,62,PSYC,235,4,23,8,6,8,3,1,2,2,0,2,1,2,0,Intro to Statistics,"Simons, Daniel J",3.253064516129032
Spring,2022,46,PSYC,238,0,28,4,5,5,1,0,1,0,0,0,0,1,1,Psychopathol & Probs in Living,"Kwapil, Thomas R",3.6222222222222222
Spring,2022,44,PSYC,238,1,23,3,6,2,1,0,3,0,1,0,1,2,1,Psychopathol & Probs in Living,"Kwapil, Thomas R",3.3409302325581396
Spring,2022,46,PSYC,238,0,7,8,5,4,6,4,2,0,0,1,0,8,1,Psychopathol & Probs in Living,"Kwapil, Thomas R",2.5855555555555556
Spring,2022,45,PSYC,238,0,11,9,5,6,2,3,3,0,0,1,1,4,0,Psychopathol & Probs in Living,"Kwapil, Thomas R",2.9262222222222216
Spring,2022,36,PSYC,238,0,5,6,2,7,4,3,2,1,0,3,0,2,1,Psychopathol & Probs in Living,"Kwapil, Thomas R",2.743428571428571
Spring,2022,44,PSYC,238,0,11,4,7,3,3,7,2,1,1,2,2,1,0,Psychopathol & Probs in Living,"Kwapil, Thomas R",2.8556818181818184
Spring,2022,44,PSYC,238,0,9,8,5,12,1,1,2,2,1,1,0,2,0,Psychopathol & Probs in Living,"Kwapil, Thomas R",3.0154545454545456
Spring,2022,43,PSYC,238,0,8,10,1,4,5,2,3,1,2,2,2,2,1,Psychopathol & Probs in Living,"Kwapil, Thomas R",2.755
Spring,2022,78,PSYC,239,0,64,4,2,6,0,0,1,1,0,0,0,0,0,Community Psych,"Todd, Nathan R",3.833461538461539
Spring,2022,123,PSYC,245,57,32,8,5,8,0,1,1,0,2,5,0,2,2,Industrial Org Psych,"Tang, Chen",3.6198347107438016
Spring,2022,211,PSYC,248,0,198,0,0,6,0,0,3,0,0,2,0,1,1,Learning and Memory,"Shipstead, Zachary M",3.895238095238095
Spring,2022,152,PSYC,250,73,22,14,8,10,5,5,4,2,2,1,1,5,0,Psych of Personality,"Briskin, Julia L",3.478223684210526
Spring,2022,145,PSYC,302,13,48,22,15,17,5,7,9,2,1,3,1,2,0,Applied Neuroscience,"Rhodes, Justin S",3.322
Spring,2022,72,PSYC,318,9,24,18,4,6,5,2,1,0,0,0,2,1,0,Psych of the Infant,"Travis, Lisa L",3.482361111111111
Spring,2022,48,PSYC,331,0,40,0,0,5,0,0,2,0,0,0,0,1,0,Cognitive Psych Lab,"Shipstead, Zachary M",3.7291666666666665
Spring,2022,140,PSYC,332,0,38,29,23,19,10,4,5,4,1,2,0,5,0,Social Psych Methods Lab,"Javalagi, Anoop A",3.2003571428571425
Spring,2022,29,PSYC,336,16,4,3,2,0,0,2,0,0,0,1,0,1,0,Multiculturalism CC Res & Prac,"Hunter, Carla D",3.563103448275862
Spring,2022,204,PSYC,361,16,85,18,14,29,7,11,7,6,0,5,1,5,0,The Psychology of Aging,"Zimmerman, Benjamin J",3.322009803921569
Spring,2022,54,PSYC,363,3,24,7,6,6,2,2,2,0,0,1,0,1,0,Developmental Child Psych Lab,"Hyde, Daniel",3.4568518518518516
Spring,2022,94,PSYC,379,0,42,6,11,8,2,5,5,1,4,3,3,4,0,Clinical/Abnormal Psych Lab,"Berenbaum, Howard",3.0812765957446806
Spring,2022,40,PSYC,396,3,18,6,6,2,2,1,0,1,0,0,0,1,0,"Emotion, Cognition & The Brain","Dolcos, Florin",3.5335
Spring,2022,35,PSYC,402,6,12,8,2,0,2,1,0,2,1,0,0,1,0,Intro Clin Neuropsych,"Dolcos, Sanda M",3.438857142857143
Spring,2022,130,PSYC,414,0,43,18,13,15,13,4,5,4,4,4,2,4,1,"Brain, Learning, and Memory","Hinman, James R",3.0831007751937984
Spring,2022,57,PSYC,425,2,24,5,3,2,3,3,3,2,1,1,1,7,0,Psych of Language,"Montag, Jessica L",2.9066666666666667
Spring,2022,43,PSYC,445,6,15,5,4,3,2,0,2,4,1,1,0,0,0,Cognitive Neuroscience Lab,"Sadaghiani, Sepideh",3.3260465116279074
Spring,2022,110,PSYC,455,8,37,19,12,14,12,3,2,2,1,0,0,0,0,Organizational Psych,"Liu, Yihao",3.449
Spring,2022,92,PSYC,465,8,31,7,6,18,6,4,6,2,0,2,0,2,0,Personality and Soc Dev,"Banerjee, Sanchari",3.242934782608695
Spring,2022,112,PSYC,468,8,18,19,12,23,5,5,6,1,2,0,1,12,0,Psych and Law,"Spielmann, Julia",2.899017857142858
Spring,2022,41,PSYC,496,0,27,8,2,2,0,0,2,0,0,0,0,0,0,Restorative Justice,"Lyubansky, Mikhail",3.7565853658536588
Spring,2022,32,PSYC,496,0,28,1,0,2,0,0,0,0,0,0,0,1,0,Schizotypy & Schizophrenia,"Kwapil, Thomas R",3.8021875
Spring,2022,24,PSYC,507,0,18,1,2,2,1,0,0,0,0,0,0,0,0,Statistical Methods II,"Koehn, Hans F",3.7916666666666665
Spring,2022,344,REHB,330,157,121,0,0,40,0,0,7,0,0,2,0,15,2,Disability in American Society,"Jan, Yih-Kuen",3.6491228070175437
Spring,2022,25,REHB,435,0,21,0,0,3,0,0,1,0,0,0,0,0,0,Work and Disability,"Kosciulek, John F",3.8
Spring,2022,29,REL,110,17,5,2,1,0,0,0,1,0,0,1,1,1,0,World Religions,"Ward, Michael P",3.5289655172413794
Spring,2022,28,REL,110,10,7,4,0,1,1,1,0,0,0,0,0,4,0,World Religions,"Ward, Michael P",3.238571428571429
Spring,2022,30,REL,110,11,5,5,3,4,0,0,1,0,0,0,0,1,0,World Religions,"Ward, Michael P",3.544666666666666
Spring,2022,29,REL,110,20,2,2,1,0,0,1,0,0,0,0,1,0,2,World Religions,"Abusharara, Bayan M",3.7655555555555558
Spring,2022,29,REL,110,21,6,1,1,0,0,0,0,0,0,0,0,0,0,World Religions,"Abusharara, Bayan M",3.9655172413793105
Spring,2022,28,REL,110,15,4,4,0,2,1,0,2,0,0,0,0,0,0,World Religions,"Jones, Hannah Gene K",3.691071428571429
Spring,2022,28,REL,110,22,1,4,0,1,0,0,0,0,0,0,0,0,0,World Religions,"Jones, Hannah Gene K",3.9171428571428573
Spring,2022,29,REL,110,25,0,3,0,0,0,0,0,0,0,0,0,1,0,World Religions,"Abusharara, Bayan M",3.827931034482759
Spring,2022,27,REL,110,14,6,0,1,3,1,0,1,1,0,0,0,0,0,World Religions,"Jones, Hannah Gene K",3.6544444444444446
Spring,2022,30,REL,110,26,2,1,0,0,1,0,0,0,0,0,0,0,0,World Religions,"Folkenroth, Emma",3.944666666666667
Spring,2022,28,REL,110,23,1,1,0,1,1,0,0,0,0,0,0,1,0,World Religions,"Folkenroth, Emma",3.7621428571428575
Spring,2022,28,REL,110,14,4,1,4,0,1,1,0,0,0,0,0,3,0,World Religions,"Folkenroth, Emma",3.3567857142857145
Spring,2022,28,REL,110,17,2,1,1,2,0,1,1,0,0,0,0,2,1,World Religions,"Robinson, Sarah R",3.4566666666666666
Spring,2022,29,REL,110,18,5,2,1,0,1,0,1,0,1,0,0,0,0,World Religions,"Robinson, Sarah R",3.7472413793103447
Spring,2022,30,REL,110,24,2,0,1,0,0,0,1,0,1,0,0,1,0,World Religions,"Ebel, Jonathan H",3.6886666666666668
Spring,2022,28,REL,110,19,2,2,1,1,2,0,1,0,0,0,0,0,0,World Religions,"Karipek, Yusuf Z",3.750357142857143
Spring,2022,27,REL,110,13,4,2,1,2,0,3,0,0,0,1,0,1,0,World Religions,"Robinson, Sarah R",3.4318518518518517
Spring,2022,30,REL,110,16,7,2,3,1,1,0,0,0,0,0,0,0,0,World Religions,"Justice, David C",3.8333333333333335
Spring,2022,28,REL,110,18,3,5,0,0,0,0,0,0,0,0,0,2,0,World Religions,"Karipek, Yusuf Z",3.6553571428571425
Spring,2022,27,REL,110,16,5,0,1,1,0,0,2,0,0,0,0,2,0,World Religions,"Justice, David C",3.4937037037037038
Spring,2022,23,REL,110,9,2,2,1,0,3,0,1,0,0,1,1,2,1,World Religions,"Karipek, Yusuf Z",3.015909090909091
Spring,2022,44,REL,120,4,3,8,8,4,3,5,1,2,2,0,0,4,0,A History of Judaism,"Weiss, Dov Y",2.8104545454545455
Spring,2022,27,REL,134,3,2,7,7,1,0,0,1,0,0,0,1,5,0,"Religion, Race, and Resistance","Justice, David C",2.7655555555555558
Spring,2022,45,REL,208,0,43,0,0,2,0,0,0,0,0,0,0,0,0,Cultures & Lits of South Asia,"Mehta, Rini B",3.9555555555555557
Spring,2022,28,REL,214,7,12,2,0,6,0,0,0,0,0,0,0,0,1,Introduction to Islam,"Ali, Mukhtar",3.7533333333333334
Spring,2022,27,REL,223,7,13,5,2,0,0,0,0,0,0,0,0,0,0,The Qur'an (Koran),"Ali, Mukhtar",3.889259259259259
Spring,2022,30,REL,287,0,7,7,4,2,2,0,1,3,0,0,0,3,1,Introduction to Buddhism,"Callahan, Christopher T",2.943448275862069
Spring,2022,21,REL,403,11,2,3,2,0,1,1,1,0,0,0,0,0,0,Women in Muslim Societies,"Erten, Hatice",3.650952380952381
Spring,2022,24,RHET,233,14,7,0,0,0,0,0,1,0,0,0,0,2,0,Adv Rhetoric & Composition,"Liu, Meng-Hsien",3.5833333333333335
Spring,2022,40,RSOC,270,2,7,1,10,6,2,4,5,0,0,0,2,1,0,Global Demography,"Buckley, Cynthia",2.92425
Spring,2022,149,RST,100,37,18,27,13,7,16,5,6,8,2,1,0,8,1,RST in Modern Society,"Shinew, Kimberly J",3.1538513513513515
Spring,2022,47,RST,101,0,28,0,0,13,0,0,3,0,0,2,0,1,0,Orientation to RST,"Schroeder, Jason A",3.382978723404255
Spring,2022,108,RST,120,9,28,18,10,13,11,3,5,2,2,1,1,5,0,"Park, Recreation & Environment","Wachter, Cynthia J",3.1517592592592596
Spring,2022,99,RST,130,0,20,11,5,22,11,0,10,3,2,8,0,5,2,Foundations of Sport Mgt,"Raycraft, Michael",2.763505154639176
Spring,2022,27,RST,200,0,22,0,0,0,0,0,3,0,0,0,0,2,0,Leadership in RST,"Hardin, Donald R",3.4814814814814814
Spring,2022,28,RST,200,0,17,0,0,8,0,0,1,0,0,1,0,1,0,Leadership in RST,"Hardin, Donald R",3.392857142857143
Spring,2022,113,RST,205,4,68,11,5,14,2,1,3,1,0,1,1,1,1,Sport and the Big Ten,"Raycraft, Michael",3.607410714285714
Spring,2022,56,RST,210,6,22,6,3,9,3,3,3,0,0,1,0,0,0,Management in RST,"Chung, Wonock",3.446607142857143
Spring,2022,93,RST,216,18,26,20,5,5,7,2,4,1,1,0,2,2,0,Technology in RST,"Park, Jeongeun",3.405806451612903
Spring,2022,588,RST,230,89,180,84,70,57,31,13,18,8,2,5,5,23,3,Diversity in RST,"Pazmino, Jazmin",3.353521367521367
Spring,2022,103,RST,240,32,31,9,6,10,4,1,5,3,0,0,2,0,0,Finance in RST,"Endres, Renata",3.5375728155339803
Spring,2022,704,RST,242,1,622,0,0,38,0,0,16,0,0,12,0,15,0,Nature and American Culture,"Santos, Carla A",3.7642045454545454
Spring,2022,760,RST,242,0,578,0,0,73,0,0,45,0,0,18,0,43,3,Nature and American Culture,"Santos, Carla A",3.4861294583883753
Spring,2022,26,RST,255,0,9,0,0,9,0,0,4,0,0,2,0,2,0,Ethical Issues in RST,"Hardin, Donald R",2.8076923076923075
Spring,2022,29,RST,255,0,17,0,0,7,0,0,4,0,0,1,0,0,0,Ethical Issues in RST,"Hardin, Donald R",3.3793103448275863
Spring,2022,68,RST,260,20,18,4,1,4,4,3,4,3,1,0,1,5,0,Disability in RST,"Wachter, Cynthia J",3.1572058823529416
Spring,2022,83,RST,316,3,20,21,7,11,5,3,5,1,1,0,1,5,0,Human Development and RST,"Wachter, Cynthia J",3.125180722891566
Spring,2022,66,RST,325,0,7,11,9,10,6,6,2,7,1,1,4,2,0,Marketing in RST,"Zou, Suiwen",2.712727272727273
Spring,2022,52,RST,340,27,7,7,7,3,0,0,0,1,0,0,0,0,0,Facility Management in RST,"Deterding, Robyn M",3.762884615384615
Spring,2022,56,RST,354,2,18,15,2,14,0,1,1,0,0,0,0,3,0,Legal Aspects of Sport,"Emkes, Kyle J",3.357857142857143
Spring,2022,51,RST,360,10,10,9,8,4,4,3,0,2,0,0,0,0,1,Communication in RST,"Milazzo, Liselle A",3.4536000000000007
Spring,2022,42,RST,370,0,14,0,8,14,0,3,2,0,0,1,0,0,0,Research Methods & Analysis,"Lee, Wonju",3.253095238095238
Spring,2022,44,RST,410,0,10,7,6,10,1,3,4,2,0,0,0,1,0,Strategic Thinking in RST,"Sato, Mikihiro",3.1061363636363635
Spring,2022,39,RST,429,0,12,6,3,8,1,2,1,0,1,2,2,1,0,Contemporary Issues in RST,"Stewart, William P",3.0258974358974355
Spring,2022,28,RST,460,0,19,1,0,3,1,0,0,0,0,1,0,3,0,Event Management in RST,"Raycraft, Michael",3.297857142857143
Spring,2022,72,RST,465,47,12,5,1,2,1,2,0,2,0,0,0,0,0,Event Implementation in RST,"Deterding, Robyn M",3.810416666666667
Spring,2022,85,RST,480,0,45,6,7,3,6,7,2,3,0,4,0,2,0,Orientation to Internship,"Daniels, Terri A",3.290235294117647
Spring,2022,23,RUSS,122,12,4,3,0,1,0,0,1,0,0,0,0,2,0,Russia and Black America,"Tempest, Richard V",3.478695652173913
Spring,2022,43,RUSS,323,6,26,4,0,2,0,1,0,0,0,0,0,4,0,Tolstoy,"Sobol, Valeria",3.5118604651162797
Spring,2022,69,SBC,504,18,11,16,8,5,5,1,1,0,1,0,0,1,2,Managing Projects & Teams,"Pieczynski, Richard J",3.512985074626866
Spring,2022,60,SBC,505,17,15,18,7,1,2,0,0,0,0,0,0,0,0,Consumer Insights II,"Duff, Brittany",3.7618333333333336
Spring,2022,64,SBC,506,29,5,3,4,9,4,4,1,4,1,0,0,0,0,Measurement and Evaluation,"McIlrath, Mary J",3.3959375
Spring,2022,23,SCAN,225,0,8,0,4,6,0,1,2,0,0,1,0,0,1,Vikings to Volvos: Scandinavia,"Malekin, Bjorn",3.2113636363636364
Spring,2022,90,SE,101,1,29,25,12,8,4,7,2,1,1,0,0,0,0,Engineering Graphics & Design,"Goldstein, Molly H",3.4411111111111117
Spring,2022,94,SE,101,2,18,17,14,19,12,6,2,2,1,0,0,1,0,Engineering Graphics & Design,"Goldstein, Molly H",3.198936170212766
Spring,2022,67,SE,261,0,12,6,6,32,2,2,4,0,1,0,0,2,0,Business Side of Engineering,"Titone, Thomas A",3.064626865671642
Spring,2022,87,SE,311,11,12,13,7,8,9,0,12,0,0,12,0,3,0,Engineering Design Analysis,"Reis, Henrique M",2.839655172413793
Spring,2022,91,SE,312,10,21,0,13,5,4,5,8,4,5,2,10,3,1,Instrumentation and Test Lab,"Reis, Henrique M",2.696111111111111
Spring,2022,34,SE,400,0,8,9,5,5,2,3,0,1,1,0,0,0,0,Engineering Law,"Barich, Joseph M",3.2944117647058824
Spring,2022,32,SE,413,2,6,5,1,3,1,5,4,3,0,2,0,0,0,Engrg Design Optimization,"Allison, James",2.8753125
Spring,2022,43,SE,422,1,17,11,3,5,1,3,0,0,0,1,1,0,0,Robot Dynamics and Control,"Almeida de Souz, Joao Lui",3.457906976744186
Spring,2022,42,SE,423,2,31,2,2,5,0,0,0,0,0,0,0,0,0,Mechatronics,"Block, Daniel J",3.8333333333333335
Spring,2022,89,SE,424,3,16,7,12,12,22,7,1,4,1,1,1,2,0,State Space Design for Control,"Beck, Carolyn L",2.970561797752809
Spring,2022,57,SE,494,7,29,10,4,7,0,0,0,0,0,0,0,0,0,Senior Engineering Project I,"Titone, Thomas A",3.7722807017543856
Spring,2022,51,SE,494,8,31,5,1,6,0,0,0,0,0,0,0,0,0,Senior Engineering Project I,"Titone, Thomas A",3.8368627450980393
